Date/Time,Unit,Value,button
11/6/20 16:04,C,17.5,back
11/6/20 16:34,C,21,back
11/6/20 17:04,C,19.5,back
11/6/20 17:34,C,23.5,back
11/6/20 18:04,C,23.5,back
11/6/20 18:34,C,23,back
11/6/20 19:04,C,23,back
11/6/20 19:34,C,22.5,back
11/6/20 20:04,C,22.5,back
11/6/20 20:34,C,22.5,back
11/6/20 21:04,C,22.5,back
11/6/20 21:34,C,18,back
11/6/20 22:04,C,21,back
11/6/20 22:34,C,21.5,back
11/6/20 23:04,C,18,back
11/6/20 23:34,C,20,back
11/7/20 0:04,C,20.5,back
11/7/20 0:34,C,21,back
11/7/20 1:04,C,21.5,back
11/7/20 1:34,C,20.5,back
11/7/20 2:04,C,18,back
11/7/20 2:34,C,20.5,back
11/7/20 3:04,C,21.5,back
11/7/20 3:34,C,20,back
11/7/20 4:04,C,18,back
11/7/20 4:34,C,21,back
11/7/20 5:04,C,20.5,back
11/7/20 5:34,C,20.5,back
11/7/20 6:04,C,22,back
11/7/20 6:34,C,21.5,back
11/7/20 7:04,C,21,back
11/7/20 7:34,C,22.5,back
11/7/20 8:04,C,24,back
11/7/20 8:34,C,20,back
11/7/20 9:04,C,18,back
11/7/20 9:34,C,18.5,back
11/7/20 10:04,C,19,back
11/7/20 10:34,C,19.5,back
11/7/20 11:04,C,21,back
11/7/20 11:34,C,21,back
11/7/20 12:04,C,19,back
11/7/20 12:34,C,19,back
11/7/20 13:04,C,21.5,back
11/7/20 13:34,C,23.5,back
11/7/20 14:04,C,22.5,back
11/7/20 14:34,C,21.5,back
11/7/20 15:04,C,19.5,back
11/7/20 15:34,C,18.5,back
11/7/20 16:04,C,17,back
11/7/20 16:34,C,23,back
11/7/20 17:04,C,24,back
11/7/20 17:34,C,22,back
11/7/20 18:04,C,24,back
11/7/20 18:34,C,23.5,back
11/7/20 19:04,C,23.5,back
11/7/20 19:34,C,20.5,back
11/7/20 20:04,C,20,back
11/7/20 20:34,C,20,back
11/7/20 21:04,C,21.5,back
11/7/20 21:34,C,17.5,back
11/7/20 22:04,C,20,back
11/7/20 22:34,C,21,back
11/7/20 23:04,C,20.5,back
11/7/20 23:34,C,17.5,back
11/8/20 0:04,C,21,back
11/8/20 0:34,C,22,back
11/8/20 1:04,C,18,back
11/8/20 1:34,C,19.5,back
11/8/20 2:04,C,20.5,back
11/8/20 2:34,C,20,back
11/8/20 3:04,C,20,back
11/8/20 3:34,C,20.5,back
11/8/20 4:04,C,20.5,back
11/8/20 4:34,C,20,back
11/8/20 5:04,C,20,back
11/8/20 5:34,C,25,back
11/8/20 6:04,C,23,back
11/8/20 6:34,C,22.5,back
11/8/20 7:04,C,26.5,back
11/8/20 7:34,C,24,back
11/8/20 8:04,C,19.5,back
11/8/20 8:34,C,25,back
11/8/20 9:04,C,17.5,back
11/8/20 9:34,C,18,back
11/8/20 10:04,C,17.5,back
11/8/20 10:34,C,19,back
11/8/20 11:04,C,20.5,back
11/8/20 11:34,C,17.5,back
11/8/20 12:04,C,20,back
11/8/20 12:34,C,21.5,back
11/8/20 13:04,C,21,back
11/8/20 13:34,C,20.5,back
11/8/20 14:04,C,20.5,back
11/8/20 14:34,C,18,back
11/8/20 15:04,C,16,back
11/8/20 15:34,C,15.5,back
11/8/20 16:04,C,21.5,back
11/8/20 16:34,C,23.5,back
11/8/20 17:04,C,23,back
11/8/20 17:34,C,22.5,back
11/8/20 18:04,C,22,back
11/8/20 18:34,C,22,back
11/8/20 19:04,C,22,back
11/8/20 19:34,C,22,back
11/8/20 20:04,C,21.5,back
11/8/20 20:34,C,23.5,back
11/8/20 21:04,C,22.5,back
11/8/20 21:34,C,19,back
11/8/20 22:04,C,19.5,back
11/8/20 22:34,C,19.5,back
11/8/20 23:04,C,19.5,back
11/8/20 23:34,C,19.5,back
11/9/20 0:04,C,19,back
11/9/20 0:34,C,19.5,back
11/9/20 1:04,C,19,back
11/9/20 1:34,C,19,back
11/9/20 2:04,C,19.5,back
11/9/20 2:34,C,19,back
11/9/20 3:04,C,19,back
11/9/20 3:34,C,19,back
11/9/20 4:04,C,19.5,back
11/9/20 4:34,C,19,back
11/9/20 5:04,C,19.5,back
11/9/20 5:34,C,24,back
11/9/20 6:04,C,23,back
11/9/20 6:34,C,23.5,back
11/9/20 7:04,C,20,back
11/9/20 7:34,C,17.5,back
11/9/20 8:04,C,17,back
11/9/20 8:34,C,22.5,back
11/9/20 9:04,C,17.5,back
11/9/20 9:34,C,17,back
11/9/20 10:04,C,16.5,back
11/9/20 10:34,C,17,back
11/9/20 11:04,C,19.5,back
11/9/20 11:34,C,19,back
11/9/20 12:04,C,20,back
11/9/20 12:34,C,19.5,back
11/9/20 13:04,C,20,back
11/9/20 13:34,C,18.5,back
11/9/20 14:04,C,20.5,back
11/9/20 14:34,C,16,back
11/9/20 15:04,C,15,back
11/9/20 15:34,C,16,back
11/9/20 16:04,C,22,back
11/9/20 16:34,C,23.5,back
11/9/20 17:04,C,23.5,back
11/9/20 17:34,C,23,back
11/9/20 18:04,C,23,back
11/9/20 18:34,C,22.5,back
11/9/20 19:04,C,22,back
11/9/20 19:34,C,21.5,back
11/9/20 20:04,C,21.5,back
11/9/20 20:34,C,18,back
11/9/20 21:04,C,21.5,back
11/9/20 21:34,C,19.5,back
11/9/20 22:04,C,20,back
11/9/20 22:34,C,20,back
11/9/20 23:04,C,20,back
11/9/20 23:34,C,20,back
11/10/20 0:04,C,19.5,back
11/10/20 0:34,C,19.5,back
11/10/20 1:04,C,19.5,back
11/10/20 1:34,C,19,back
11/10/20 2:04,C,19.5,back
11/10/20 2:34,C,19.5,back
11/10/20 3:04,C,19,back
11/10/20 3:34,C,19,back
11/10/20 4:04,C,19,back
11/10/20 4:34,C,19,back
11/10/20 5:04,C,19,back
11/10/20 5:34,C,24,back
11/10/20 6:04,C,23,back
11/10/20 6:34,C,24,back
11/10/20 7:04,C,21.5,back
11/10/20 7:34,C,23,back
11/10/20 8:04,C,18,back
11/10/20 8:34,C,16.5,back
11/10/20 9:04,C,14.5,back
11/10/20 9:34,C,12.5,back
11/10/20 10:04,C,14,back
11/10/20 10:34,C,17.5,back
11/10/20 11:04,C,20,back
11/10/20 11:34,C,21.5,back
11/10/20 12:04,C,25,back
11/10/20 12:34,C,31,back
11/10/20 13:04,C,32,back
11/10/20 13:34,C,31,back
11/10/20 14:04,C,30.5,back
11/10/20 14:34,C,22.5,back
11/10/20 15:04,C,25.5,back
11/10/20 15:34,C,22,back
11/10/20 16:04,C,22,back
11/10/20 16:34,C,22,back
11/10/20 17:04,C,22.5,back
11/10/20 17:34,C,23.5,back
11/10/20 18:04,C,23.5,back
11/10/20 18:34,C,24,back
11/10/20 19:04,C,19.5,back
11/10/20 19:34,C,21.5,back
11/10/20 20:04,C,23.5,back
11/10/20 20:34,C,23.5,back
11/10/20 21:04,C,23.5,back
11/10/20 21:34,C,17,back
11/10/20 22:04,C,18.5,back
11/10/20 22:34,C,21,back
11/10/20 23:04,C,17.5,back
11/10/20 23:34,C,16,back
11/11/20 0:04,C,20,back
11/11/20 0:34,C,20.5,back
11/11/20 1:04,C,19.5,back
11/11/20 1:34,C,12.5,back
11/11/20 2:04,C,13.5,back
11/11/20 2:34,C,13,back
11/11/20 3:04,C,12.5,back
11/11/20 3:34,C,12.5,back
11/11/20 4:04,C,12.5,back
11/11/20 4:34,C,14,back
11/11/20 5:04,C,14.5,back
11/11/20 5:34,C,18.5,back
11/11/20 6:04,C,16,back
11/11/20 6:34,C,16,back
11/11/20 7:04,C,15,back
11/11/20 7:34,C,24.5,back
11/11/20 8:04,C,20,back
11/11/20 8:34,C,22,back
11/11/20 9:04,C,22.5,back
11/11/20 9:34,C,21,back
11/11/20 10:04,C,19,back
11/11/20 10:34,C,20,back
11/11/20 11:04,C,20.5,back
11/11/20 11:34,C,20.5,back
11/11/20 12:04,C,18.5,back
11/11/20 12:34,C,22.5,back
11/11/20 13:04,C,20.5,back
11/11/20 13:34,C,21,back
11/11/20 14:04,C,21.5,back
11/11/20 14:34,C,22,back
11/11/20 15:04,C,21.5,back
11/11/20 15:34,C,22,back
11/11/20 16:04,C,23,back
11/11/20 16:34,C,23,back
11/11/20 17:04,C,24.5,back
11/11/20 17:34,C,24,back
11/11/20 18:04,C,24,back
11/11/20 18:34,C,23.5,back
11/11/20 19:04,C,23,back
11/11/20 19:34,C,23,back
11/11/20 20:04,C,22.5,back
11/11/20 20:34,C,23.5,back
11/11/20 21:04,C,16,back
11/11/20 21:34,C,19,back
11/11/20 22:04,C,20.5,back
11/11/20 22:34,C,20,back
11/11/20 23:04,C,20,back
11/11/20 23:34,C,20,back
11/12/20 0:04,C,20,back
11/12/20 0:34,C,19.5,back
11/12/20 1:04,C,19.5,back
11/12/20 1:34,C,19.5,back
11/12/20 2:04,C,19.5,back
11/12/20 2:34,C,19.5,back
11/12/20 3:04,C,19,back
11/12/20 3:34,C,19,back
11/12/20 4:04,C,19,back
11/12/20 4:34,C,19,back
11/12/20 5:04,C,19,back
11/12/20 5:34,C,23.5,back
11/12/20 6:04,C,23.5,back
11/12/20 6:34,C,23,back
11/12/20 7:04,C,23,back
11/12/20 7:34,C,22.5,back
11/12/20 8:04,C,14.5,back
11/12/20 8:34,C,19,back
11/12/20 9:04,C,22.5,back
11/12/20 9:34,C,16,back
11/12/20 10:04,C,19,back
11/12/20 10:34,C,20,back
11/12/20 11:04,C,21,back
11/12/20 11:34,C,21.5,back
10/25/20 11:07,C,24,front
10/25/20 11:37,C,22,front
10/25/20 12:07,C,26,front
10/25/20 12:37,C,26.5,front
10/25/20 13:07,C,26,front
10/25/20 13:37,C,26,front
10/25/20 14:07,C,26,front
10/25/20 14:37,C,25,front
10/25/20 15:07,C,24.5,front
10/25/20 15:37,C,23.5,front
10/25/20 16:07,C,23.5,front
10/25/20 16:37,C,20,front
10/25/20 17:07,C,20.5,front
10/25/20 17:37,C,20,front
10/25/20 18:07,C,19.5,front
10/25/20 18:37,C,20.5,front
10/25/20 19:07,C,18.5,front
10/25/20 19:37,C,18.5,front
10/25/20 20:07,C,18.5,front
10/25/20 20:37,C,18.5,front
10/25/20 21:07,C,18.5,front
10/25/20 21:37,C,20.5,front
10/25/20 22:07,C,20.5,front
10/25/20 22:37,C,21,front
10/25/20 23:07,C,18.5,front
10/25/20 23:37,C,20.5,front
10/26/20 0:07,C,20.5,front
10/26/20 0:37,C,20.5,front
10/26/20 1:07,C,20.5,front
10/26/20 1:37,C,20.5,front
10/26/20 2:07,C,20.5,front
10/26/20 2:37,C,20,front
10/26/20 3:07,C,20,front
10/26/20 3:37,C,20.5,front
10/26/20 4:07,C,20.5,front
10/26/20 4:37,C,20,front
10/26/20 5:07,C,20,front
10/26/20 5:37,C,20,front
10/26/20 6:07,C,20,front
10/26/20 6:37,C,20,front
10/26/20 7:07,C,20,front
10/26/20 7:37,C,20,front
10/26/20 8:07,C,20.5,front
10/26/20 8:37,C,18,front
10/26/20 9:07,C,19.5,front
10/26/20 9:37,C,21.5,front
10/26/20 10:07,C,21.5,front
10/26/20 10:37,C,23.5,front
10/26/20 11:07,C,25.5,front
10/26/20 11:37,C,25.5,front
10/26/20 12:07,C,26.5,front
10/26/20 12:37,C,26,front
10/26/20 13:07,C,26,front
10/26/20 13:37,C,26.5,front
10/26/20 14:07,C,26.5,front
10/26/20 14:37,C,25.5,front
10/26/20 15:07,C,25,front
10/26/20 15:37,C,23,front
10/26/20 16:07,C,24,front
10/26/20 16:37,C,21,front
10/26/20 17:07,C,21,front
10/26/20 17:37,C,21,front
10/26/20 18:07,C,20.5,front
10/26/20 18:37,C,20,front
10/26/20 19:07,C,19.5,front
10/26/20 19:37,C,19,front
10/26/20 20:07,C,19,front
10/26/20 20:37,C,21,front
10/26/20 21:07,C,19,front
10/26/20 21:37,C,19,front
10/26/20 22:07,C,21,front
10/26/20 22:37,C,19.5,front
10/26/20 23:07,C,20.5,front
10/26/20 23:37,C,21,front
10/27/20 0:07,C,20,front
10/27/20 0:37,C,18.5,front
10/27/20 1:07,C,17.5,front
10/27/20 1:37,C,18.5,front
10/27/20 2:07,C,19.5,front
10/27/20 2:37,C,19.5,front
10/27/20 3:07,C,20,front
10/27/20 3:37,C,20,front
10/27/20 4:07,C,20.5,front
10/27/20 4:37,C,20.5,front
10/27/20 5:07,C,20,front
10/27/20 5:37,C,18.5,front
10/27/20 6:07,C,17.5,front
10/27/20 6:37,C,21,front
10/27/20 7:07,C,20.5,front
10/27/20 7:37,C,19,front
10/27/20 8:07,C,18,front
10/27/20 8:37,C,20,front
10/27/20 9:07,C,22,front
10/27/20 9:37,C,20.5,front
10/27/20 10:07,C,21,front
10/27/20 10:37,C,24.5,front
10/27/20 11:07,C,25,front
10/27/20 11:37,C,25.5,front
10/27/20 12:07,C,26.5,front
10/27/20 12:37,C,26.5,front
10/27/20 13:07,C,26.5,front
10/27/20 13:37,C,27,front
10/27/20 14:07,C,27.5,front
10/27/20 14:37,C,26,front
10/27/20 15:07,C,26,front
10/27/20 15:37,C,24.5,front
10/27/20 16:07,C,24.5,front
10/27/20 16:37,C,22,front
10/27/20 17:07,C,19.5,front
10/27/20 17:37,C,22.5,front
10/27/20 18:07,C,21.5,front
10/27/20 18:37,C,22,front
10/27/20 19:07,C,23,front
10/27/20 19:37,C,23,front
10/27/20 20:07,C,22,front
10/27/20 20:37,C,21.5,front
10/27/20 21:07,C,21,front
10/27/20 21:37,C,18.5,front
10/27/20 22:07,C,21,front
10/27/20 22:37,C,18.5,front
10/27/20 23:07,C,18.5,front
10/27/20 23:37,C,21.5,front
10/28/20 0:07,C,20,front
10/28/20 0:37,C,19,front
10/28/20 1:07,C,18,front
10/28/20 1:37,C,21,front
10/28/20 2:07,C,20.5,front
10/28/20 2:37,C,21,front
10/28/20 3:07,C,18.5,front
10/28/20 3:37,C,21,front
10/28/20 4:07,C,21.5,front
10/28/20 4:37,C,18,front
10/28/20 5:07,C,20.5,front
10/28/20 5:37,C,21,front
10/28/20 6:07,C,19.5,front
10/28/20 6:37,C,21.5,front
10/28/20 7:07,C,19,front
10/28/20 7:37,C,21.5,front
10/28/20 8:07,C,18.5,front
10/28/20 8:37,C,19.5,front
10/28/20 9:07,C,22.5,front
10/28/20 9:37,C,20,front
10/28/20 10:07,C,20.5,front
10/28/20 10:37,C,24,front
10/28/20 11:07,C,25,front
10/28/20 11:37,C,25.5,front
10/28/20 12:07,C,26.5,front
10/28/20 12:37,C,27,front
10/28/20 13:07,C,27,front
10/28/20 13:37,C,27.5,front
10/28/20 14:07,C,27.5,front
10/28/20 14:37,C,26,front
10/28/20 15:07,C,25.5,front
10/28/20 15:37,C,24.5,front
10/28/20 16:07,C,24,front
10/28/20 16:37,C,22,front
10/28/20 17:07,C,19.5,front
10/28/20 17:37,C,22,front
10/28/20 18:07,C,23,front
10/28/20 18:37,C,23.5,front
10/28/20 19:07,C,23.5,front
10/28/20 19:37,C,23.5,front
10/28/20 20:07,C,23.5,front
10/28/20 20:37,C,23,front
10/28/20 21:07,C,19.5,front
10/28/20 21:37,C,18,front
10/28/20 22:07,C,21.5,front
10/28/20 22:37,C,19,front
10/28/20 23:07,C,19.5,front
10/28/20 23:37,C,21.5,front
10/29/20 0:07,C,20.5,front
10/29/20 0:37,C,19,front
10/29/20 1:07,C,19.5,front
10/29/20 1:37,C,17.5,front
10/29/20 2:07,C,20.5,front
10/29/20 2:37,C,21,front
10/29/20 3:07,C,20.5,front
10/29/20 3:37,C,20.5,front
10/29/20 4:07,C,21,front
10/29/20 4:37,C,18,front
10/29/20 5:07,C,21,front
10/29/20 5:37,C,19,front
10/29/20 6:07,C,22,front
10/29/20 6:37,C,18,front
10/29/20 7:07,C,22,front
10/29/20 7:37,C,21,front
10/29/20 8:07,C,22,front
10/29/20 8:37,C,23,front
10/29/20 9:07,C,23,front
10/29/20 9:37,C,20,front
10/29/20 10:07,C,21,front
10/29/20 10:37,C,23.5,front
10/29/20 11:07,C,25,front
10/29/20 11:37,C,25.5,front
10/29/20 12:07,C,26,front
10/29/20 12:37,C,26,front
10/29/20 13:07,C,26.5,front
10/29/20 13:37,C,27,front
10/29/20 14:07,C,27,front
10/29/20 14:37,C,26,front
10/29/20 15:07,C,25.5,front
10/29/20 15:37,C,23.5,front
10/29/20 16:07,C,23.5,front
10/29/20 16:37,C,22.5,front
10/29/20 17:07,C,20.5,front
10/29/20 17:37,C,22.5,front
10/29/20 18:07,C,21.5,front
10/29/20 18:37,C,23,front
10/29/20 19:07,C,22.5,front
10/29/20 19:37,C,22,front
10/29/20 20:07,C,22,front
10/29/20 20:37,C,22,front
10/29/20 21:07,C,20.5,front
10/29/20 21:37,C,18.5,front
10/29/20 22:07,C,21.5,front
10/29/20 22:37,C,18.5,front
10/29/20 23:07,C,18.5,front
10/29/20 23:37,C,21.5,front
10/30/20 0:07,C,20.5,front
10/30/20 0:37,C,19,front
10/30/20 1:07,C,19,front
10/30/20 1:37,C,21,front
10/30/20 2:07,C,18,front
10/30/20 2:37,C,20.5,front
10/30/20 3:07,C,17.5,front
10/30/20 3:37,C,21,front
10/30/20 4:07,C,21.5,front
10/30/20 4:37,C,21,front
10/30/20 5:07,C,20,front
10/30/20 5:37,C,17.5,front
10/30/20 6:07,C,18,front
10/30/20 6:37,C,21,front
10/30/20 7:07,C,22,front
10/30/20 7:37,C,20,front
10/30/20 8:07,C,19,front
10/30/20 8:37,C,20,front
10/30/20 9:07,C,21.5,front
10/30/20 9:37,C,20.5,front
10/30/20 10:07,C,21,front
10/30/20 10:37,C,23,front
10/30/20 11:07,C,23.5,front
10/30/20 11:37,C,24,front
10/30/20 12:07,C,25.5,front
10/30/20 12:37,C,25.5,front
10/30/20 13:07,C,26,front
10/30/20 13:37,C,27.5,front
10/30/20 14:07,C,27.5,front
10/30/20 14:37,C,26.5,front
10/30/20 15:07,C,26,front
10/30/20 15:37,C,25,front
10/30/20 16:07,C,24,front
10/30/20 16:37,C,22.5,front
10/30/20 17:07,C,20.5,front
10/30/20 17:37,C,23,front
10/30/20 18:07,C,22,front
10/30/20 18:37,C,23.5,front
10/30/20 19:07,C,23.5,front
10/30/20 19:37,C,23,front
10/30/20 20:07,C,22.5,front
10/30/20 20:37,C,22,front
10/30/20 21:07,C,21,front
10/30/20 21:37,C,19,front
10/30/20 22:07,C,21.5,front
10/30/20 22:37,C,19,front
10/30/20 23:07,C,19,front
10/30/20 23:37,C,21.5,front
10/31/20 0:07,C,21,front
10/31/20 0:37,C,21,front
10/31/20 1:07,C,20,front
10/31/20 1:37,C,17.5,front
10/31/20 2:07,C,20.5,front
10/31/20 2:37,C,21,front
10/31/20 3:07,C,20,front
10/31/20 3:37,C,21,front
10/31/20 4:07,C,19,front
10/31/20 4:37,C,21,front
10/31/20 5:07,C,20,front
10/31/20 5:37,C,18,front
10/31/20 6:07,C,19.5,front
10/31/20 6:37,C,21,front
10/31/20 7:07,C,18.5,front
10/31/20 7:37,C,19.5,front
10/31/20 8:07,C,18,front
10/31/20 8:37,C,20,front
10/31/20 9:07,C,21.5,front
10/31/20 9:37,C,20,front
10/31/20 10:07,C,20.5,front
10/31/20 10:37,C,23.5,front
10/31/20 11:07,C,25,front
10/31/20 11:37,C,25.5,front
10/31/20 12:07,C,26.5,front
10/31/20 12:37,C,27,front
10/31/20 13:07,C,27.5,front
